submission_date,state,new_case
10/24/2020,WY,260
10/24/2020,DC,97
10/24/2020,OR,0
10/24/2020,NJ,2188
10/24/2020,LA,0
10/24/2020,UT,1608
10/24/2020,FL,2334
10/24/2020,AS,0
10/24/2020,HI,89
10/24/2020,WV,320
10/24/2020,MA,1203
10/24/2020,OK,1575
10/24/2020,OH,2858
10/24/2020,TN,2818
10/24/2020,NM,872
10/24/2020,IA,1733
10/24/2020,NY,1306
10/24/2020,MP,0
10/24/2020,PR,609
10/24/2020,AK,356
10/24/2020,PW,0
10/24/2020,CO,1822
10/24/2020,AR,1183
10/24/2020,KS,0
10/24/2020,TX,6499
10/24/2020,GA,1953
10/24/2020,NYC,938
10/24/2020,PA,2158
10/24/2020,SD,939
10/24/2020,RMI,0
10/24/2020,MO,1278
10/24/2020,ND,845
10/24/2020,MD,792
10/24/2020,MT,639
10/24/2020,AL,800
10/24/2020,NC,2454
10/24/2020,CA,4305
10/24/2020,NV,1146
10/24/2020,DE,123
10/24/2020,VI,2
10/24/2020,GU,0
10/24/2020,MS,440
10/24/2020,ID,1021
10/24/2020,KY,1118
10/24/2020,FSM,0
10/24/2020,AZ,891
10/24/2020,RI,455
10/23/2020,ND,935
10/23/2020,WI,4643
10/23/2020,AL,1244
10/23/2020,MD,796
10/23/2020,NH,118
10/23/2020,DE,159
10/23/2020,MT,183
10/23/2020,WA,810
10/23/2020,GU,0
10/23/2020,CA,4563
10/23/2020,MO,2260
10/23/2020,IL,5000
10/23/2020,NC,2417
10/23/2020,ID,1073
10/23/2020,VI,3
10/23/2020,WY,426
10/23/2020,LA,699
10/23/2020,MN,1711
10/23/2020,KY,1735
10/23/2020,NJ,1342
10/23/2020,AS,0
10/23/2020,AK,248
10/23/2020,TX,6472
10/23/2020,HI,128
10/23/2020,NYC,819
10/23/2020,PW,0
10/23/2020,MA,1070
10/23/2020,MP,0
10/23/2020,UT,1960
10/23/2020,CO,1588
10/23/2020,FL,4376
10/23/2020,IA,1087
10/23/2020,TN,2967
10/23/2020,RMI,0
10/23/2020,AR,1337
10/23/2020,OK,1656
10/23/2020,GA,2841
10/23/2020,PR,640
10/23/2020,KS,1774
10/23/2020,WV,335
10/23/2020,SD,1185
10/23/2020,NY,1066
10/23/2020,OH,2518
10/23/2020,PA,2207
10/23/2020,NM,791
10/23/2020,NE,1303
10/23/2020,IN,2467
10/23/2020,ME,42
10/23/2020,CT,679
10/23/2020,MI,2652
10/23/2020,NV,813
10/23/2020,MS,842
10/23/2020,VT,29
10/23/2020,DC,72
10/23/2020,SC,1191
10/23/2020,VA,1088
10/23/2020,OR,538
10/23/2020,FSM,0
10/23/2020,RI,522
10/23/2020,AZ,977
10/22/2020,NV,789
10/22/2020,ME,35
10/22/2020,IL,4942
10/22/2020,WI,3632
10/22/2020,WA,707
10/22/2020,VT,16
10/22/2020,NH,77
10/22/2020,ND,887
10/22/2020,ID,950
10/22/2020,CT,502
10/22/2020,GU,85
10/22/2020,CA,4802
10/22/2020,DE,169
10/22/2020,MT,1608
10/22/2020,NE,1053
10/22/2020,MO,2420
10/22/2020,NJ,1435
10/22/2020,LA,772
10/22/2020,DC,39
10/22/2020,MP,0
10/22/2020,FL,3692
10/22/2020,PW,0
10/22/2020,OK,1418
10/22/2020,TX,6291
10/22/2020,NYC,762
10/22/2020,GA,2037
10/22/2020,MA,1049
10/22/2020,IA,2008
10/22/2020,PA,2102
10/22/2020,TN,2938
10/22/2020,NM,662
10/22/2020,RMI,0
10/22/2020,CO,1569
10/22/2020,AR,1202
10/22/2020,HI,99
10/22/2020,KS,0
10/22/2020,WV,323
10/22/2020,UT,1543
10/22/2020,AS,0
10/22/2020,PR,572
10/22/2020,AK,239
10/22/2020,OH,2425
10/22/2020,NY,1098
10/22/2020,SD,973
10/22/2020,IN,2850
10/22/2020,AL,1378
10/22/2020,MS,962
10/22/2020,VI,6
10/22/2020,NC,2701
10/22/2020,MD,712
10/22/2020,MI,2707
10/22/2020,KY,1601
10/22/2020,RI,474
10/22/2020,MN,1561
10/22/2020,VA,1180
10/22/2020,FSM,0
10/22/2020,WY,271
10/22/2020,OR,367
10/22/2020,SC,926
10/22/2020,AZ,995
10/21/2020,NV,472
10/21/2020,GU,88
10/21/2020,IN,1732
10/21/2020,ID,987
10/21/2020,CT,416
10/21/2020,MT,619
10/21/2020,IL,4342
10/21/2020,MD,743
10/21/2020,WI,4363
10/21/2020,ND,887
10/21/2020,WA,803
10/21/2020,NC,2737
10/21/2020,DE,141
10/21/2020,RI,378
10/21/2020,DC,53
10/21/2020,SC,946
10/21/2020,MN,1060
10/21/2020,FSM,0
10/21/2020,NJ,1314
10/21/2020,AZ,976
10/21/2020,KY,1326
10/21/2020,LA,1363
10/21/2020,MA,702
10/21/2020,TX,5252
10/21/2020,KS,1488
10/21/2020,OK,1393
10/21/2020,AK,224
10/21/2020,HI,77
10/21/2020,AR,1155
10/21/2020,FL,5420
10/21/2020,OH,2366
10/21/2020,SD,587
10/21/2020,IA,1112
10/21/2020,NY,1187
10/21/2020,UT,1363
10/21/2020,CO,1137
10/21/2020,WV,215
10/21/2020,PR,545
10/21/2020,AS,0
10/21/2020,PW,0
10/21/2020,GA,1601
10/21/2020,MP,2
10/21/2020,NYC,794
10/21/2020,NM,819
10/21/2020,PA,1430
10/21/2020,RMI,0
10/21/2020,TN,2864
10/21/2020,VI,0
10/21/2020,MS,877
10/21/2020,MI,2636
10/21/2020,MO,2481
10/21/2020,NH,89
10/21/2020,ME,71
10/21/2020,VT,20
10/21/2020,NE,946
10/21/2020,AL,1333
10/21/2020,CA,5183
10/21/2020,VA,1332
10/21/2020,WY,322
10/21/2020,OR,307
10/20/2020,ND,499
10/20/2020,IL,3714
10/20/2020,CA,2650
10/20/2020,DE,58
10/20/2020,VT,11
10/20/2020,WA,493
10/20/2020,VI,2
10/20/2020,GU,82
10/20/2020,ME,0
10/20/2020,WI,4686
10/20/2020,FSM,0
10/20/2020,KY,1178
10/20/2020,NJ,1263
10/20/2020,DC,50
10/20/2020,VA,1018
10/20/2020,AR,844
10/20/2020,FL,2132
10/20/2020,UT,1081
10/20/2020,GA,1500
10/20/2020,HI,84
10/20/2020,SD,621
10/20/2020,TN,3719
10/20/2020,PA,1559
10/20/2020,NM,594
10/20/2020,NY,765
10/20/2020,PR,541
10/20/2020,MP,0
10/20/2020,TX,5030
10/20/2020,MA,976
10/20/2020,OK,1486
10/20/2020,NYC,528
10/20/2020,CO,1115
10/20/2020,AS,0
10/20/2020,WV,226
10/20/2020,AK,232
10/20/2020,PW,0
10/20/2020,KS,0
10/20/2020,OH,2015
10/20/2020,IA,946
10/20/2020,RMI,0
10/20/2020,MD,492
10/20/2020,NE,642
10/20/2020,MT,703
10/20/2020,AL,1332
10/20/2020,MS,782
10/20/2020,MI,2575
10/20/2020,NH,82
10/20/2020,IN,1498
10/20/2020,NV,652
10/20/2020,NC,3118
10/20/2020,ID,873
10/20/2020,MO,2397
10/20/2020,CT,434
10/20/2020,LA,699
10/20/2020,MN,1092
10/20/2020,WY,215
10/20/2020,RI,312
10/20/2020,AZ,1041
10/20/2020,SC,624
10/20/2020,OR,342
10/19/2020,IN,1584
10/19/2020,MS,943
10/19/2020,DE,114
10/19/2020,WA,467
10/19/2020,CT,1191
10/19/2020,NV,583
10/19/2020,CA,3016
10/19/2020,AL,1559
10/19/2020,WI,7915
10/19/2020,ND,1029
10/19/2020,NH,52
10/19/2020,VI,0
10/19/2020,FSM,0
10/19/2020,NJ,1438
10/19/2020,LA,201
10/19/2020,AZ,749
10/19/2020,VA,926
10/19/2020,WV,212
10/19/2020,FL,3581
10/19/2020,MP,0
10/19/2020,GA,1134
10/19/2020,PR,45
10/19/2020,NYC,473
10/19/2020,HI,35
10/19/2020,AS,0
10/19/2020,UT,1168
10/19/2020,KS,2113
10/19/2020,OK,926
10/19/2020,OH,1837
10/19/2020,NM,514
10/19/2020,IA,623
10/19/2020,SD,567
10/19/2020,RMI,0
10/19/2020,CO,1208
10/19/2020,AK,202
10/19/2020,AR,531
10/19/2020,PW,0
10/19/2020,MA,828
10/19/2020,TX,4748
10/19/2020,NY,579
10/19/2020,TN,1064
10/19/2020,PA,1189
10/19/2020,NE,776
10/19/2020,ID,698
10/19/2020,MD,590
10/19/2020,MI,2578
10/19/2020,GU,348
10/19/2020,ME,27
10/19/2020,NC,928
10/19/2020,IL,3113
10/19/2020,VT,8
10/19/2020,MO,2839
10/19/2020,MT,569
10/19/2020,DC,25
10/19/2020,SC,799
10/19/2020,OR,262
10/19/2020,KY,1452
10/19/2020,MN,0
10/19/2020,WY,286
10/19/2020,RI,126
10/18/2020,ID,510
10/18/2020,AL,813
10/18/2020,MT,588
10/18/2020,GU,0
10/18/2020,MI,1504
10/18/2020,MD,497
10/18/2020,DE,104
10/18/2020,WI,0
10/18/2020,IN,1605
10/18/2020,IL,4245
10/18/2020,NJ,1455
10/18/2020,OR,216
10/18/2020,MN,3349
10/18/2020,AZ,743
10/18/2020,FSM,0
10/18/2020,LA,1143
10/18/2020,VA,690
10/18/2020,HI,82
10/18/2020,AK,210
10/18/2020,GA,1258
10/18/2020,OK,897
10/18/2020,CO,1052
10/18/2020,FL,1740
10/18/2020,PR,250
10/18/2020,TX,3216
10/18/2020,RMI,0
10/18/2020,NM,445
10/18/2020,SD,658
10/18/2020,PA,1285
10/18/2020,NY,778
10/18/2020,IA,859
10/18/2020,MP,6
10/18/2020,PW,0
10/18/2020,NYC,631
10/18/2020,AS,0
10/18/2020,KS,0
10/18/2020,WV,280
10/18/2020,MA,730
10/18/2020,AR,644
10/18/2020,UT,1097
10/18/2020,TN,1096
10/18/2020,OH,1562
10/18/2020,VT,10
10/18/2020,ND,659
10/18/2020,CA,3924
10/18/2020,ME,22
10/18/2020,VI,0
10/18/2020,WA,566
10/18/2020,NH,70
10/18/2020,CT,0
10/18/2020,NC,1052
10/18/2020,NV,607
10/18/2020,NE,730
10/18/2020,MS,448
10/18/2020,MO,820
10/18/2020,WY,209
10/18/2020,DC,36
10/18/2020,RI,298
10/18/2020,KY,651
10/18/2020,SC,1082
10/17/2020,MO,937
10/17/2020,GU,0
10/17/2020,VT,9
10/17/2020,ND,717
10/17/2020,CT,0
10/17/2020,NE,614
10/17/2020,MI,1594
10/17/2020,WI,0
10/17/2020,NV,969
10/17/2020,AL,743
10/17/2020,NH,110
10/17/2020,MD,530
10/17/2020,ID,878
10/17/2020,IN,2482
10/17/2020,SC,1150
10/17/2020,MN,1694
10/17/2020,AZ,922
10/17/2020,LA,0
10/17/2020,GA,1987
10/17/2020,MP,0
10/17/2020,TX,4885
10/17/2020,AK,210
10/17/2020,PW,0
10/17/2020,KS,0
10/17/2020,MA,584
10/17/2020,WV,221
10/17/2020,NM,573
10/17/2020,IA,1291
10/17/2020,NY,978
10/17/2020,PA,1867
10/17/2020,RMI,0
10/17/2020,TN,2333
10/17/2020,NYC,733
10/17/2020,AR,883
10/17/2020,CO,1219
10/17/2020,UT,1340
10/17/2020,AS,0
10/17/2020,FL,2458
10/17/2020,HI,94
10/17/2020,OK,1249
10/17/2020,PR,523
10/17/2020,SD,806
10/17/2020,OH,2234
10/17/2020,MT,638
10/17/2020,ME,38
10/17/2020,WA,830
10/17/2020,IL,3629
10/17/2020,DE,147
10/17/2020,VI,6
10/17/2020,MS,401
10/17/2020,CA,4034
10/17/2020,NC,2271
10/17/2020,FSM,0
10/17/2020,VA,900
10/17/2020,DC,79
10/17/2020,OR,381
10/17/2020,RI,291
10/17/2020,NJ,1088
10/17/2020,WY,151
10/17/2020,KY,838
10/16/2020,MD,798
10/16/2020,IN,2283
10/16/2020,DE,239
10/16/2020,MT,-2
10/16/2020,ND,744
10/16/2020,NH,88
10/16/2020,AL,1115
10/16/2020,NV,721
10/16/2020,GU,0
10/16/2020,MN,2290
10/16/2020,LA,774
10/16/2020,SC,1255
10/16/2020,DC,89
10/16/2020,NJ,1043
10/16/2020,PR,461
10/16/2020,OK,1329
10/16/2020,GA,1997
10/16/2020,NYC,720
10/16/2020,KS,1700
10/16/2020,AR,1015
10/16/2020,PW,0
10/16/2020,FL,3972
10/16/2020,AS,0
10/16/2020,SD,793
10/16/2020,RMI,0
10/16/2020,NM,812
10/16/2020,PA,1609
10/16/2020,MP,3
10/16/2020,WV,498
10/16/2020,MA,767
10/16/2020,AK,221
10/16/2020,HI,89
10/16/2020,TX,5870
10/16/2020,UT,1496
10/16/2020,CO,1295
10/16/2020,IA,1334
10/16/2020,NY,1047
10/16/2020,TN,2624
10/16/2020,OH,2148
10/16/2020,NC,2378
10/16/2020,IL,5103
10/16/2020,NE,1277
10/16/2020,VT,12
10/16/2020,CA,3914
10/16/2020,CT,802
10/16/2020,MS,716
10/16/2020,MO,1914
10/16/2020,ID,1094
10/16/2020,WA,777
10/16/2020,WI,4105
10/16/2020,ME,37
10/16/2020,VI,0
10/16/2020,MI,1796
10/16/2020,VA,1114
10/16/2020,FSM,0
10/16/2020,OR,410
10/16/2020,AZ,739
10/16/2020,KY,1307
10/16/2020,WY,290
10/16/2020,RI,244
10/15/2020,MO,2067
10/15/2020,MI,1796
10/15/2020,WA,700
10/15/2020,ID,718
10/15/2020,NE,958
10/15/2020,IL,4015
10/15/2020,MD,781
10/15/2020,ME,29
10/15/2020,IN,1943
10/15/2020,AL,1186
10/15/2020,CT,167
10/15/2020,DE,164
10/15/2020,NH,77
10/15/2020,KY,1189
10/15/2020,NJ,1159
10/15/2020,SC,869
10/15/2020,VA,1183
10/15/2020,RI,296
10/15/2020,MN,1163
10/15/2020,WY,198
10/15/2020,AZ,1114
10/15/2020,NYC,700
10/15/2020,HI,88
10/15/2020,FL,3367
10/15/2020,PW,0
10/15/2020,WV,264
10/15/2020,RMI,0
10/15/2020,OH,2178
10/15/2020,NY,952
10/15/2020,IA,1193
10/15/2020,UT,1498
10/15/2020,PR,557
10/15/2020,AS,0
10/15/2020,MP,0
10/15/2020,AR,1278
10/15/2020,GA,1864
10/15/2020,CO,1258
10/15/2020,TX,4726
10/15/2020,MA,587
10/15/2020,KS,0
10/15/2020,AK,165
10/15/2020,OK,1306
10/15/2020,SD,797
10/15/2020,PA,1586
10/15/2020,NM,668
10/15/2020,TN,2451
10/15/2020,MT,877
10/15/2020,MS,981
10/15/2020,NV,655
10/15/2020,CA,3944
10/15/2020,WI,4040
10/15/2020,ND,864
10/15/2020,VT,16
10/15/2020,VI,1
10/15/2020,GU,111
10/15/2020,NC,2355
10/15/2020,FSM,0
10/15/2020,DC,34
10/15/2020,LA,743
10/15/2020,OR,365
10/14/2020,ME,20
10/14/2020,IN,1165
10/14/2020,NV,479
10/14/2020,ID,645
10/14/2020,DE,91
10/14/2020,MS,1034
10/14/2020,NE,983
10/14/2020,ND,706
10/14/2020,MD,630
10/14/2020,CT,164
10/14/2020,MT,753
10/14/2020,WI,3323
10/14/2020,NJ,1145
10/14/2020,FSM,0
10/14/2020,LA,880
10/14/2020,DC,64
10/14/2020,AZ,902
10/14/2020,WV,263
10/14/2020,HI,98
10/14/2020,CO,805
10/14/2020,AS,0
10/14/2020,KS,1293
10/14/2020,PW,0
10/14/2020,RMI,0
10/14/2020,SD,876
10/14/2020,PA,1280
10/14/2020,OK,1276
10/14/2020,MP,0
10/14/2020,FL,3280
10/14/2020,AK,156
10/14/2020,MA,580
10/14/2020,NYC,584
10/14/2020,PR,498
10/14/2020,TX,4826
10/14/2020,GA,1576
10/14/2020,UT,1144
10/14/2020,AR,1079
10/14/2020,NM,577
10/14/2020,OH,2039
10/14/2020,NY,768
10/14/2020,TN,2621
10/14/2020,IA,1550
10/14/2020,NH,70
10/14/2020,CA,4464
10/14/2020,MI,2010
10/14/2020,WA,697
10/14/2020,NC,2654
10/14/2020,VI,0
10/14/2020,AL,1132
10/14/2020,VT,3
10/14/2020,MO,2347
10/14/2020,IL,2862
10/14/2020,GU,86
10/14/2020,SC,779
10/14/2020,MN,1069
10/14/2020,RI,223
10/14/2020,OR,380
10/14/2020,VA,1331
10/14/2020,KY,1277
10/14/2020,WY,213
10/13/2020,IL,2851
10/13/2020,NC,2972
10/13/2020,CT,320
10/13/2020,VT,11
10/13/2020,MI,1948
10/13/2020,DE,71
10/13/2020,NH,71
10/13/2020,MO,2438
10/13/2020,GU,171
10/13/2020,IN,1549
10/13/2020,OR,313
10/13/2020,WY,162
10/13/2020,CO,1195
10/13/2020,TX,5130
10/13/2020,HI,61
10/13/2020,NYC,331
10/13/2020,PW,0
10/13/2020,GA,1325
10/13/2020,MP,0
10/13/2020,KS,0
10/13/2020,PR,293
10/13/2020,SD,414
10/13/2020,TN,3517
10/13/2020,OH,1447
10/13/2020,NY,848
10/13/2020,MA,749
10/13/2020,AK,158
10/13/2020,AS,0
10/13/2020,WV,274
10/13/2020,OK,1426
10/13/2020,UT,987
10/13/2020,FL,2832
10/13/2020,AR,680
10/13/2020,PA,1352
10/13/2020,IA,701
10/13/2020,NM,351
10/13/2020,RMI,0
10/13/2020,MS,862
10/13/2020,WA,594
10/13/2020,WI,3428
10/13/2020,NE,773
10/13/2020,VI,3
10/13/2020,NV,487
10/13/2020,MT,842
10/13/2020,ND,702
10/13/2020,MD,575
10/13/2020,AL,1292
10/13/2020,ME,36
10/13/2020,CA,2305
10/13/2020,ID,584
10/13/2020,VA,805
10/13/2020,RI,171
10/13/2020,LA,682
10/13/2020,MN,0
10/13/2020,NJ,1191
10/13/2020,AZ,685
10/13/2020,FSM,0
10/13/2020,SC,700
10/13/2020,KY,1395
10/13/2020,DC,46
10/12/2020,CA,3085
10/12/2020,MO,2789
10/12/2020,DE,103
10/12/2020,NV,568
10/12/2020,IN,1574
10/12/2020,NE,429
10/12/2020,MT,423
10/12/2020,ID,597
10/12/2020,NH,65
10/12/2020,MD,482
10/12/2020,OR,212
10/12/2020,SC,790
10/12/2020,MN,1435
10/12/2020,FSM,0
10/12/2020,LA,60
10/12/2020,WY,191
10/12/2020,VA,1235
10/12/2020,NJ,627
10/12/2020,DC,38
10/12/2020,MA,760
10/12/2020,KS,2055
10/12/2020,TX,2648
10/12/2020,AR,654
10/12/2020,PW,0
10/12/2020,HI,42
10/12/2020,UT,988
10/12/2020,AS,0
10/12/2020,IA,509
10/12/2020,NM,379
10/12/2020,PA,1111
10/12/2020,RMI,0
10/12/2020,SD,361
10/12/2020,FL,2678
10/12/2020,MP,0
10/12/2020,OK,884
10/12/2020,GA,1181
10/12/2020,AK,190
10/12/2020,WV,153
10/12/2020,PR,27
10/12/2020,NYC,356
10/12/2020,CO,634
10/12/2020,TN,856
10/12/2020,OH,1430
10/12/2020,NY,636
10/12/2020,ND,508
10/12/2020,WI,2016
10/12/2020,VI,0
10/12/2020,MS,925
10/12/2020,NC,971
10/12/2020,IL,2742
10/12/2020,VT,8
10/12/2020,ME,57
10/12/2020,WA,381
10/12/2020,MI,1997
10/12/2020,CT,1339
10/12/2020,GU,0
10/12/2020,AL,1390
10/12/2020,AZ,476
10/12/2020,KY,867
10/12/2020,RI,91
10/11/2020,WA,848
10/11/2020,VI,0
10/11/2020,DE,159
10/11/2020,GU,181
10/11/2020,MI,1233
10/11/2020,NE,498
10/11/2020,MT,585
10/11/2020,ME,27
10/11/2020,ND,472
10/11/2020,CA,3666
10/11/2020,NH,53
10/11/2020,VT,9
10/11/2020,NC,1026
10/11/2020,CT,0
10/11/2020,AZ,598
10/11/2020,LA,1181
10/11/2020,HI,64
10/11/2020,PW,0
10/11/2020,KS,0
10/11/2020,AR,613
10/11/2020,CO,907
10/11/2020,OK,979
10/11/2020,GA,1218
10/11/2020,TX,2418
10/11/2020,SD,617
10/11/2020,NY,674
10/11/2020,RMI,0
10/11/2020,IA,1094
10/11/2020,AK,250
10/11/2020,PR,202
10/11/2020,WV,215
10/11/2020,AS,0
10/11/2020,MP,2
10/11/2020,NYC,616
10/11/2020,FL,1552
10/11/2020,UT,1200
10/11/2020,MA,563
10/11/2020,NM,261
10/11/2020,OH,1291
10/11/2020,TN,1013
10/11/2020,PA,1175
10/11/2020,NV,380
10/11/2020,ID,365
10/11/2020,IL,2727
10/11/2020,AL,747
10/11/2020,WI,2713
10/11/2020,MO,935
10/11/2020,MD,504
10/11/2020,MS,316
10/11/2020,IN,1570
10/11/2020,KY,626
10/11/2020,MN,1171
10/11/2020,SC,1015
10/11/2020,DC,3
10/11/2020,NJ,836
10/11/2020,VA,854
10/11/2020,FSM,0
10/11/2020,WY,156
10/11/2020,RI,183
10/11/2020,OR,729
10/10/2020,GU,0
10/10/2020,MS,376
10/10/2020,WI,2971
10/10/2020,VT,10
10/10/2020,ID,613
10/10/2020,ND,637
10/10/2020,MD,562
10/10/2020,WA,570
10/10/2020,NC,2006
10/10/2020,IL,2905
10/10/2020,VA,811
10/10/2020,DC,138
10/10/2020,MN,2956
10/10/2020,NJ,960
10/10/2020,FSM,0
10/10/2020,KY,833
10/10/2020,WY,120
10/10/2020,HI,108
10/10/2020,MA,639
10/10/2020,AK,231
10/10/2020,CO,1046
10/10/2020,GA,1336
10/10/2020,UT,1354
10/10/2020,MP,0
10/10/2020,AR,908
10/10/2020,TX,4230
10/10/2020,PA,1744
10/10/2020,NY,872
10/10/2020,RMI,0
10/10/2020,SD,732
10/10/2020,OH,1356
10/10/2020,AS,0
10/10/2020,WV,206
10/10/2020,PW,0
10/10/2020,FL,3618
10/10/2020,NYC,599
10/10/2020,KS,0
10/10/2020,PR,446
10/10/2020,OK,1315
10/10/2020,TN,2169
10/10/2020,IA,1134
10/10/2020,NM,481
10/10/2020,NV,806
10/10/2020,MI,1325
10/10/2020,DE,132
10/10/2020,AL,780
10/10/2020,MT,203
10/10/2020,NH,120
10/10/2020,MO,1072
10/10/2020,ME,0
10/10/2020,VI,1
10/10/2020,CT,0
10/10/2020,NE,763
10/10/2020,CA,3881
10/10/2020,IN,1918
10/10/2020,SC,1182
10/10/2020,LA,0
10/10/2020,RI,198
10/10/2020,AZ,895
10/10/2020,OR,0
10/9/2020,MS,737
10/9/2020,GU,0
10/9/2020,MD,636
10/9/2020,CT,290
10/9/2020,MI,1576
10/9/2020,DE,181
10/9/2020,IN,1816
10/9/2020,WA,697
10/9/2020,MT,1237
10/9/2020,WI,3164
10/9/2020,NH,92
10/9/2020,NC,2205
10/9/2020,IL,3117
10/9/2020,ND,588
10/9/2020,SC,967
10/9/2020,WY,243
10/9/2020,AZ,684
10/9/2020,KY,958
10/9/2020,RI,269
10/9/2020,MN,1390
10/9/2020,NJ,991
10/9/2020,AS,0
10/9/2020,NYC,626
10/9/2020,PR,499
10/9/2020,TX,4036
10/9/2020,AK,185
10/9/2020,OK,1365
10/9/2020,MA,765
10/9/2020,GA,2011
10/9/2020,KS,1855
10/9/2020,PA,1427
10/9/2020,WV,382
10/9/2020,CO,855
10/9/2020,HI,153
10/9/2020,PW,0
10/9/2020,AR,1167
10/9/2020,FL,1772
10/9/2020,UT,1343
10/9/2020,MP,0
10/9/2020,RMI,0
10/9/2020,NM,485
10/9/2020,OH,1840
10/9/2020,SD,774
10/9/2020,TN,2123
10/9/2020,IA,1233
10/9/2020,NY,968
10/9/2020,ID,662
10/9/2020,NE,1029
10/9/2020,CA,3830
10/9/2020,VI,0
10/9/2020,MO,2121
10/9/2020,VT,9
10/9/2020,NV,768
10/9/2020,AL,1106
10/9/2020,ME,30
10/9/2020,DC,78
10/9/2020,VA,1256
10/9/2020,OR,410
10/9/2020,LA,257
10/9/2020,FSM,0
10/8/2020,MD,734
10/8/2020,NC,2151
10/8/2020,WA,764
10/8/2020,VI,2
10/8/2020,WI,3274
10/8/2020,ND,656
10/8/2020,NH,78
10/8/2020,MI,1587
10/8/2020,ME,27
10/8/2020,NJ,1417
10/8/2020,MN,0
10/8/2020,FSM,0
10/8/2020,KY,1212
10/8/2020,WY,193
10/8/2020,LA,524
10/8/2020,SC,837
10/8/2020,VA,1114
10/8/2020,NYC,642
10/8/2020,MA,444
10/8/2020,AK,134
10/8/2020,UT,1501
10/8/2020,FL,2857
10/8/2020,TX,4238
10/8/2020,CO,926
10/8/2020,MP,0
10/8/2020,GA,1827
10/8/2020,IA,1609
10/8/2020,NY,1140
10/8/2020,SD,535
10/8/2020,WV,186
10/8/2020,PW,0
10/8/2020,AS,0
10/8/2020,KS,0
10/8/2020,HI,0
10/8/2020,OK,1391
10/8/2020,PR,453
10/8/2020,AR,1265
10/8/2020,TN,2255
10/8/2020,PA,1351
10/8/2020,OH,1539
10/8/2020,NM,384
10/8/2020,RMI,0
10/8/2020,MT,614
10/8/2020,IN,1450
10/8/2020,VT,10
10/8/2020,CT,384
10/8/2020,DE,157
10/8/2020,MS,694
10/8/2020,GU,55
10/8/2020,CA,3850
10/8/2020,IL,3059
10/8/2020,NV,480
10/8/2020,NE,647
10/8/2020,AL,1061
10/8/2020,MO,2149
10/8/2020,ID,673
10/8/2020,OR,482
10/8/2020,RI,247
10/8/2020,AZ,864
10/8/2020,DC,68
10/7/2020,ID,671
10/7/2020,MI,1570
10/7/2020,CT,123
10/7/2020,ND,527
10/7/2020,WA,551
10/7/2020,MO,2201
10/7/2020,IL,2630
10/7/2020,NC,2306
10/7/2020,CA,4436
10/7/2020,WI,2463
10/7/2020,MS,605
10/7/2020,NH,69
10/7/2020,DC,45
10/7/2020,FSM,0
10/7/2020,SC,960
10/7/2020,KY,936
10/7/2020,RI,180
10/7/2020,WY,129
10/7/2020,NJ,624
10/7/2020,MA,535
10/7/2020,FL,3254
10/7/2020,PR,414
10/7/2020,NYC,879
10/7/2020,AS,0
10/7/2020,TN,2153
10/7/2020,NM,425
10/7/2020,SD,1030
10/7/2020,CO,808
10/7/2020,WV,203
10/7/2020,TX,4121
10/7/2020,AK,122
10/7/2020,PW,0
10/7/2020,UT,1007
10/7/2020,HI,101
10/7/2020,KS,1244
10/7/2020,MP,0
10/7/2020,OK,1260
10/7/2020,AR,809
10/7/2020,GA,1796
10/7/2020,PA,1407
10/7/2020,RMI,0
10/7/2020,IA,1052
10/7/2020,OH,1424
10/7/2020,NY,812
10/7/2020,DE,99
10/7/2020,GU,66
10/7/2020,ME,35
10/7/2020,MD,781
10/7/2020,AL,1142
10/7/2020,VT,4
10/7/2020,IN,1281
10/7/2020,MT,340
10/7/2020,VI,1
10/7/2020,NV,432
10/7/2020,NE,657
10/7/2020,AZ,605
10/7/2020,MN,2182
10/7/2020,LA,2156
10/7/2020,OR,294
10/7/2020,VA,1844
10/6/2020,NE,539
10/6/2020,DE,130
10/6/2020,ND,493
10/6/2020,IL,1617
10/6/2020,GU,50
10/6/2020,MD,440
10/6/2020,CA,2304
10/6/2020,CT,121
10/6/2020,VI,-1
10/6/2020,VT,4
10/6/2020,NH,51
10/6/2020,OR,291
10/6/2020,WY,141
10/6/2020,KY,886
10/6/2020,AZ,865
10/6/2020,RI,169
10/6/2020,SC,568
10/6/2020,FL,2488
10/6/2020,TX,4132
10/6/2020,WV,194
10/6/2020,PR,402
10/6/2020,UT,716
10/6/2020,PW,0
10/6/2020,NM,315
10/6/2020,TN,2746
10/6/2020,IA,574
10/6/2020,PA,929
10/6/2020,RMI,0
10/6/2020,HI,109
10/6/2020,OK,1440
10/6/2020,NYC,400
10/6/2020,MA,495
10/6/2020,KS,0
10/6/2020,AR,641
10/6/2020,GA,1978
10/6/2020,AS,0
10/6/2020,MP,2
10/6/2020,CO,623
10/6/2020,AK,146
10/6/2020,OH,1335
10/6/2020,SD,278
10/6/2020,NY,826
10/6/2020,WA,415
10/6/2020,NV,476
10/6/2020,MI,1507
10/6/2020,ME,39
10/6/2020,NC,2752
10/6/2020,MS,644
10/6/2020,AL,1061
10/6/2020,ID,660
10/6/2020,MO,2228
10/6/2020,MT,425
10/6/2020,IN,970
10/6/2020,WI,2075
10/6/2020,LA,532
10/6/2020,DC,105
